Khu vực,Địa chỉ,Tên đơn vị,Công Lập,Tư Thục,Trường Chuyên?,Quận/Huyện,Địa chỉ đầy đủ,Mã BĐS,Tiêu đề,Giá (tỷ),Khoảng cách
Quận 5,"220 Đ. Trần Bình Trọng, Phường 4, Quận 5, Hồ Chí Minh",trung học thực hành sài gòn,Có,,,Quận 5,"An Dương Vương, Phường 4, Quận 5, TPHCM",22425231,"Mẹ bệnh cần bán căn hộ Everrich Infinity Q5,2PN,2WC giá 1tỷ550",1.55,0.31008522305700886
Quận 5,"220 Đ. Trần Bình Trọng, Phường 4, Quận 5, Hồ Chí Minh",trung học thực hành sài gòn,Có,,,Quận 5,"Lương Nhữ Học, Phường 11, Quận 5, TPHCM",22525574,"Chính chủ cần bán CH Sao Mai 153 Lương Nhữ Học, P11, Q.5, 91m2. 3,5 tỷ",3.499,2.464338183172877
Quận 5,"220 Đ. Trần Bình Trọng, Phường 4, Quận 5, Hồ Chí Minh",trung học thực hành sài gòn,Có,,,Quận 5,"Tản Đà, Phường 11, Quận 5, TPHCM",22519196,"Bán căn hộ chung cư Tản Đà Court Quận 5. - Diện tích: 73m2,2pn, 1wc",1.625,1.9893840887379102
Quận 5,"220 Đ. Trần Bình Trọng, Phường 4, Quận 5, Hồ Chí Minh",trung học thực hành sài gòn,Có,,,Quận 5,"Tản Đà, Phường 11, Quận 5, TPHCM",22494016,"NGỘP BANK sang lại CH TẢN ĐÀ COURT Q5 79m2 giá hi hữu 1,53 tỷ SHR",1.53,1.9893840887379102
Quận 5,"220 Đ. Trần Bình Trọng, Phường 4, Quận 5, Hồ Chí Minh",trung học thực hành sài gòn,Có,,,Quận 5,"Tản Đà, Phường 11, Quận 5, TPHCM",22516752,"Bán căn hộ Tản Đà Court, Quận 5 giá 1 tỷ 652 căn 84m2. LH Linh",1.652,1.9893840887379102
Quận 5,"220 Đ. Trần Bình Trọng, Phường 4, Quận 5, Hồ Chí Minh",trung học thực hành sài gòn,Có,,,Quận 5,"Tản Đà, Phường 11, Quận 5, TPHCM",22375041,"Bán căn hộ chung cư Tản Đà quận 5 Diện tích: 84m2,2pn, 2wc Giá 1T950",1.95,1.9893840887379102
Quận 5,"220 Đ. Trần Bình Trọng, Phường 4, Quận 5, Hồ Chí Minh",trung học thực hành sài gòn,Có,,,Quận 5,"Cao Đạt, Phường 1, Quận 5, TPHCM",22362836,"Cần bán gấp căn hộ Phúc Thịnh, 341 Cao Đạt, P.1, Q.5, 2. 8 tỷ",2.8,0.8249557960728356
Quận 5,"220 Đ. Trần Bình Trọng, Phường 4, Quận 5, Hồ Chí Minh",trung học thực hành sài gòn,Có,,,Quận 5,"Cao Đạt, Phường 1, Quận 5, TPHCM",22560553,"Chính chủ bán CH Phúc Thịnh 70m2, 2pn, SH chính chủ. Giá thật :2.75 tỷ",2.75,0.8249557960728356
Quận 5,"220 Đ. Trần Bình Trọng, Phường 4, Quận 5, Hồ Chí Minh",trung học thực hành sài gòn,Có,,,Quận 5,"Hùng Vương, Phường 9, Quận 5, TPHCM",21320929,Căn hộ du lịch biển Quy Nhơn sở hữu lâu dài. Thanh toán 300tr nhận nhà,1.47,0.9702799973949476
Quận 5,"220 Đ. Trần Bình Trọng, Phường 4, Quận 5, Hồ Chí Minh",trung học thực hành sài gòn,Có,,,Quận 5,"Tạ Uyên, Phường 15, Quận 5, TPHCM",22635767,"NHÀ NGỘP ở Tạ Uyên,P15,Q5.DT 65m2/2tỷ600, có sổ riêng",2.6,
Quận 5,"220 Đ. Trần Bình Trọng, Phường 4, Quận 5, Hồ Chí Minh",trung học thực hành sài gòn,Có,,,Quận 5,"Nguyễn Chí Thanh, Phường 9, Quận 5, TPHCM",22462042,"Chung cu 155 Nguyễn Chí Thanh cần bán , Giá 2 tỷ 9 , bán nhanh",2.9,1.0599996317574616
Quận 5,"220 Đ. Trần Bình Trọng, Phường 4, Quận 5, Hồ Chí Minh",trung học thực hành sài gòn,Có,,,Quận 5,"Cao Đạt, Phường 1, Quận 5, TPHCM",22411440,"Bán CH Phúc Thịnh 70m2, 2PN, tặng NT, góc, SH vĩnh Viễn. Giá: 2.6 tỷ",2.599,0.8249557960728356
Quận 5,"220 Đ. Trần Bình Trọng, Phường 4, Quận 5, Hồ Chí Minh",trung học thực hành sài gòn,Có,,,Quận 5,"An Dương Vương, Phường 9, Quận 5, TPHCM",22488502,An dương vương căn mt 60m2/1ty150tr nt full góp 6 tháng.O36-3I4-622O,1.15,1.0927985500362878
Quận 5,"220 Đ. Trần Bình Trọng, Phường 4, Quận 5, Hồ Chí Minh",trung học thực hành sài gòn,Có,,,Quận 5,"Cao Đạt, Phường 1, Quận 5, TPHCM",22521968,"Cần bán gấp CC Phúc Thịnh Q.5. DT 89m2 3P, 2WC. Giá bán 3,4 tỷ",3.4,0.8249557960728356
Quận 5,"220 Đ. Trần Bình Trọng, Phường 4, Quận 5, Hồ Chí Minh",trung học thực hành sài gòn,Có,,,Quận 5,"Tản Đà, Phường 11, Quận 5, TPHCM",22646856,"Vị Trí VIP - View đẹp Đ. Tản Đà & Mạc Thiên Tích -72m2 – Chỉ 2,69TỶ TL",2.69,1.9893840887379102
Quận 5,"220 Đ. Trần Bình Trọng, Phường 4, Quận 5, Hồ Chí Minh",trung học thực hành sài gòn,Có,,,Quận 5,"Tản Đà, Phường 11, Quận 5, TPHCM",22403261,BÁN GẤP CH Tản Đà Court Q5 68m² giá 1tỷ660 nội thất đầy đủ,1.66,1.9893840887379102
Quận 5,"220 Đ. Trần Bình Trọng, Phường 4, Quận 5, Hồ Chí Minh",trung học thực hành sài gòn,Có,,,Quận 5,"An Dương Vương, Phường 4, Quận 5, TPHCM",22494011,"XOAY VỐN ĐẦU TƯ bán CH THE EVERRICH INFINITY Q5, 78m2 chỉ còn 1,88 tỷ",1.88,0.31008522305700886
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Tản Đà, Phường 11, Quận 5, TPHCM",22492179,Nợ lô đề bán gấp căn hộ CC Tản Đà Court Q5 chỉ 1 tỷ 645 triệu DT:86m2,1.645,0.2068184343363682
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Nguyễn Chí Thanh, Phường 9, Quận 5, TPHCM",22512020,[ Quận 5] Bán Chung cư 155 Nguyễn Chí Thanh ĐÃ CÓ SỔ HỒNG 60m2 2PN1WC,1.435,1.1960351779427065
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Cao Đạt, Phường 1, Quận 5, TPHCM",22413369,"Cần bán nhanh căn chung cư Phúc Thịnh, Quận 5, có nội thất, 70m2",1.58,2.078963173725554
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Cao Đạt, Phường 1, Quận 5, TPHCM",22386305,"Cần bán gấp CC Phúc Thịnh Q.5. DT 85m2, 2P, 2WC. Giá bán 2,8 tỷ.",2.8,2.078963173725554
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Tản Đà, Phường 11, Quận 5, TPHCM",22456423,"Bán chung cư Tản Đà Court , 3.7 tỷ 75m2 2pn",3.7,0.2068184343363682
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Trần Hưng Đạo, Phường 5, Quận 5, TPHCM",22620508,Bán nhà 4.5x11m sát mặt tiền Trần Hưng Đạo trung tâm Q5 chỉ 6 tỷ nhỏ,6.3,1.3537854822264612
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Nguyễn Trãi, Phường 3, Quận 5, TPHCM",22581650,"Sốc giảm 200tr nhà Nguyễn Trãi, phường 3 , quận 5. 90m2/2tỷ950 SHR",2.95,
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Hùng Vương, Phường 12, Quận 5, TPHCM",22378154,"Gấp lắm rồi! Bán CH Hùng Vương Plaza Q5 85m2 2pn 1,125ty sổ riêng NTCB",1.125,0.41498354051537284
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Trần Hưng Đạo B, Phường 10, Quận 5, TPHCM",22627759,"Bán gấp căn hộ Q5, KD cho thuê 20tr/tháng, tặng cả nội thất",1.15,
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Nguyễn Chí Thanh, Phường 9, Quận 5, TPHCM",22383589,Chủ nhà cần bán căn hộ chung cư 155 Nguyễn Chí Thanh.,3.0,1.1960351779427065
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"An Dương Vương, Phường 4, Quận 5, TPHCM",21945905,"Căn hộ 2PN Everrich Infinity Q5, 80m2 - 1 tỷ 890 triệu, có sổ hồng",1.89,1.8489694198944286
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Sư Vạn Hạnh, Phường 9, Quận 5, TPHCM",22503184,CHỈ 1 TỶ 810 TR- CC Sư Vạn Hạnh Q5 DTSD: 70m2 gồm 2PN2WC bao sang tên,1.81,1.3221263529071539
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"An Dương Vương, Phường 4, Quận 5, TPHCM",22264135,Bán ch cc the everrich infinity-q5-1 tỷ 650tr-72m2-sr-view thoáng,1.65,1.8489694198944286
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Cao Đạt, Phường 1, Quận 5, TPHCM",22627716,"Cô Năm gửi bán gấp nhà 60m2 đường Cao Đạt, P1, Q.5",0.83,2.078963173725554
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"An Dương Vương, Phường 4, Quận 5, TPHCM",22496282,Bán căn hộ chung cư The Everrich Infinity Đường An Dương Vương Quận 5,2.075,1.8489694198944286
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Phùng Hưng, Phường 14, Quận 5, TPHCM",22627762,Bán Nhà Riêng Đường Phùng Hưng Q5 58m2 Gần Đ.Hồng Bàng - Giá 880 Triệu,0.88,0.656299005351123
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"An Dương Vương, Phường 4, Quận 5, TPHCM",22406318,💢CỰC PHẨM The Everrich Infinity Quận 5 giá chỉ 1tỷ 720 3PN 2WC 95m2,1.72,1.8489694198944286
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Cao Đạt, Phường 1, Quận 5, TPHCM",22409716,"Cần bán gấp CC Phúc Thịnh Q.5. DT 68m2, 2P, 2WC. Giá bán 2,6 tỷ.",2.6,2.078963173725554
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Cao Đạt, Phường 1, Quận 5, TPHCM",22448505,"Bán gấp CC Phúc Thịnh Q.5. DT 65m2, 2P, 1WC.Giá bán 2,6 tỷ",2.599,2.078963173725554
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Trần Phú, Phường 4, Quận 5, TPHCM",22644006,"Cần bán gấp nhà Trần Phú, p4, Q.5, 52m2, giá 2tỷ900, Sổ sẵn.",2.9,2.079819805972241
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Tản Đà, Phường 11, Quận 5, TPHCM",22409758,"Cần bán căn hộ Tản Đà 𝐂𝐎𝐔𝐑𝐓 Quận 5, TP. Hồ Chí Minh ⚜️Diện tích:",1.77,0.2068184343363682
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Bùi Hữu Nghĩa, Phường 7, Quận 5, TPHCM",22627677,"Qua Úc sinh sống bán nhà 64m2 1 trệt 2 lầu 980 triệu,bùi hữu",0.98,1.2469315339895686
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"An Dương Vương, Phường 4, Quận 5, TPHCM",22494600,"Chính chủ cần bán căn hộ văn phòng chung cư Everrich Infinity, Q5 47m2",1.72,1.8489694198944286
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Trần Hưng Đạo, Phường 1, Quận 5, TPHCM",21745444,Căn Hộ Stella Residence- 82 căn hộ chuẩn Châu Âu- dịch vụ siêu đỉnh-,10.0,1.7819922878746968
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Tản Đà, Phường 11, Quận 5, TPHCM",22507633,"Bán căn hộ chung cư Tản Đà Court Quận 5. - Diện tích: 73m2,2pn, 1wc,",1.59,0.2068184343363682
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Tản Đà, Phường 11, Quận 5, TPHCM",22407984,"Cần bán căn hộ chung cư Tản Đà Court Địa chỉ: 86 Tản Đà, Phường 11,Q5",1.532,0.2068184343363682
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Tản Đà, Phường 11, Quận 5, TPHCM",22534601,"Chính chủ bán CH Tản Đà 86m2, 2PN, 2WC, SH lâu dài. Giá thật: 4.4 tỷ",4.399,0.2068184343363682
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Tản Đà, Phường 11, Quận 5, TPHCM",22173980,"Bán gấp CHDV Tản Đà Court , Quận 5, 84m2, 1 tỷ 370 triệu, SHR",1.37,0.2068184343363682
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"An Dương Vương, Phường 4, Quận 5, TPHCM",22388101,Ly dị BÁN CH The Everrich Infinity Q5 80m2 chỉ 1.6 tỷ 2pn,1.62,1.8489694198944286
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Trần Hưng Đạo B, Phường 14, Quận 5, TPHCM",22265332,"Tin nóng! Cần bán CHCC Soái Kình Lâm Q5 68m2 2pn 2wc 1,870 tỷ SHR NTCB",1.87,0.48301691810854236
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Cao Đạt, Phường 1, Quận 5, TPHCM",22358234,"Căn hộ Phúc Thịnh, 341 Cao Đạt, P.1, Q.5, 70m2, 2.8 tỷ",2.8,2.078963173725554
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"An Dương Vương, Phường 4, Quận 5, TPHCM",22509393,"Bán căn hộ chung cư The Everrich Infinity, Q5- sổ hồng- 65m2- 2 tỷ 450",2.45,1.8489694198944286
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Tản Đà, Phường 11, Quận 5, TPHCM",22468297,"Bán chung cư Tản đà court DT 160m2 , 7.5 tỷ , 3PN 3WC , duplex",7.5,0.2068184343363682
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"An Dương Vương, Phường 4, Quận 5, TPHCM",22356814,"bán gấp CH THE EVERRICH INFINITY, Q.5, 80,5m2 , SHR, giá 2 tỷ 800",2.8,1.8489694198944286
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Ngô Gia Tự, Phường 9, Quận 5, TPHCM",22646211,"Bán gấp nhà giá tốt Ngô Gia Tự, P9, Q5, 100m2, 5tỷ350, sỗ sẵn",5.35,0.7479143259344836
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"1030 Võ Văn Kiệt, Phường 6, Quận 5, TPHCM",22650703,"Nhà HXH 1030 Võ Văn Kiệt ,Công viên trước hẻm , gần Đại Thế Giới",7.7,0.8724025543418914
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"An Dương Vương, Phường 4, Quận 5, TPHCM",22375901,"Bán căn hộ The Everich Infinity Q. 5: - Diện tích: 75m² - 2 phòng ngủ,",2.375,1.8489694198944286
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Cao Đạt, Phường 1, Quận 5, TPHCM",22538441,"Chính chủ bán CH Phúc Thịnh 86m2,3PN,2WC,NT,căn góc.Giá thật:3.6 tỷ TL",3.6,2.078963173725554
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Tản Đà, Phường 11, Quận 5, TPHCM",22486378,"Gia đình cần bán CH Tản Đà Court 75m2,2PN nhà đẹp,có SH.Giá: 3.7 tỷ TL",3.7,0.2068184343363682
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Cao Đạt, Phường 1, Quận 5, TPHCM",22411578,"Bán gấp CC Phúc Thịnh Q.5. DT 68m2, 2P, 2WC.Giá bán 2,6 tỷ",2.6,2.078963173725554
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Cao Đạt, Phường 1, Quận 5, TPHCM",22503587,"Bán căn hộ Phúc Thịnh Q5, 70m2, 2pn, 1wc, góc, sh chính chủ.Giá:2.6 tỷ",2.6,2.078963173725554
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Tản Đà, Phường 11, Quận 5, TPHCM",22489188,"Chủ nhà bán gấp CC Tản Đà Court Q.5. DT 76m2, 2P, 1WC. Giá bán 3,7 tỷ",3.7,0.2068184343363682
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Tản Đà, Phường 10, Quận 5, TPHCM",22395500,"Cần bán gấp CC Tản Đà Court Q.5. DT 86m2, 2P, 2WC. Giá bán 4,6 tỷ",4.6,
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Trần Phú, Phường 4, Quận 5, TPHCM",22375681,THIẾT KẾ ĐỘC QUYỀN CH Vina Square 95m² 3PN giá 2tỷ80 hỗ trợ vay N,2.06,2.079819805972241
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Cao Đạt, Phường 1, Quận 5, TPHCM",22406826,"Kẹt vốn bán căn hộ chung cư Phúc Thịnh- Quận 5 - Diện tích 82m2, 3PN,",1.85,2.078963173725554
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Tản Đà, Phường 11, Quận 5, TPHCM",22455956,"Bán CH Tản Đà Court 82m2, 2PN, căn góc, SH chính chủ. Giá bán: 4 tỷ TL",4.0,0.2068184343363682
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"An Dương Vương, Phường 4, Quận 5, TPHCM",22650274,"Bán nhà giá tốt An Dương Vương, p4, q5, DT 80m2, 4tỷ300, Sổ sẵn",4.3,1.8489694198944286
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Tản Đà, Phường 11, Quận 5, TPHCM",22486802,"Bán gấp CC Tản Đà Court Q.5. DT 76m2, 2P, 1WC. Giá bán 3,7 tỷ",3.7,0.2068184343363682
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"An Dương Vương, Phường 4, Quận 5, TPHCM",22403507,Chủ bị nợ dí Bán căn hộ cao cấp The EverRich Infinity Q5 giá:2T215 2PN,2.215,1.8489694198944286
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"An Dương Vương, Phường 4, Quận 5, TPHCM",22494804,"Cần bán nhanh căn hộ The Everrich Infinity, An Dương Vương, Quận 5 SHR",2.715,1.8489694198944286
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Tản Đà, Phường 11, Quận 5, TPHCM",22418001,"Bán chung cư Tản Đà Court , 2PN 2WC SỔ HỒNG 3.950 TỶ BÁN GẤPppp",3.95,0.2068184343363682
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Cao Đạt, Phường 1, Quận 5, TPHCM",22575644,"Bán chung cư Phúc Thịnh, cao đạt p1 q5 gần đại học sài gòn, sư phạm",1.15,2.078963173725554
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Tản Đà, Phường 11, Quận 5, TPHCM",22578882,Chỉ 1 TỶ 825 TR- cao ốc TẢN ĐÀ P11 Q5- DUPLEX 3PN/3WC - SHR lâu dài,1.825,0.2068184343363682
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Cao Đạt, Phường 1, Quận 5, TPHCM",22511922,"Cần bán gấp CC Phúc Thịnh Q.5. DT 89m2 3P, 2WC. Giá bán 3,4 tỷ",3.399,2.078963173725554
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"An Dương Vương, Phường 4, Quận 5, TPHCM",22409720,cần tìm khách bán Căn hộ Cao Cấp Everrich Infinity Quận 5 ---Căn hộ tr,2.18,1.8489694198944286
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"An Dương Vương, Phường 4, Quận 5, TPHCM",22526566,MUA CH TẶNG NỘI THẤT bán The Everrich Infinity 80m2 2PN 2ty250,2.25,1.8489694198944286
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"An Dương Vương, Phường 4, Quận 5, TPHCM",22506110,Bán gấp chung cư cao cấp EVERICH INFINITY 2PN QUẬN 5 80M2 2PN 2WC SHR,1.965,1.8489694198944286
Quận 5,"276 Đ. Trần Hưng Đạo, Phường 11, Quận 5, Hồ Chí Minh",trần hữu trang,Có,,,Quận 5,"Tản Đà, Phường 11, Quận 5, TPHCM",22451807,"Cần bán chung cư Tản đà Cao cấp , 6.150 tỷ , 101m2 , 3PN 2WC",6.15,0.2068184343363682
